"Disaster Number","State","County","Program Area","Project Identifier","Application ID","Primary Hazard","Type","Project Title","Project Counties","Status","Subgrantee","Cost Share Percentage","Federal Share Proposed","Project Amount","Federal Share Obligated","Non Federal Share","Date Initially Approved","Date Awarded","Date Approved","Date Closed","Subgrantee Tribal Indicator","Phased Project","Date Received","Date Submitted","Environmental Document Type"
"4407","California","Alameda","HMGP","DR-4407-0090","348","Earthquake","205.5: Structural Retrofitting/Rehabilitating Private Structures - Seismic"," +Berkeley, Retrofit Grants for Seismically Vulnerable Buildings","ALAMEDA","Pending","Berkeley","0.75","3000000","4000000","","1000000","","","","","No","","","2020/02/11 00:00:00",""
"4404","Northern Mariana Islands","Saipan","HMGP","DR-4404-0022","68","","400.1: Utility Protective Measures (Electric, Gas, etc.)","CUC Lift Stations Underground Service Drops","SAIPAN","Withdrawn","COMMONWEALTH UTILITIES CORPORATION (CUC)","1","3216032","3216032","","0","","","","","No","","","2021/06/24 00:00:00",""
"4407","California","Butte","HMGP","DR-4407-0002-R","30","Flood","904.1: Advanced Assistance","Advance Assistance - Butte County District No. Drainage Master Plan","BUTTE","Approved","Butte (County)","0.75","270000","360000","270000","90000","2020/04/13 00:00:00","","2020/04/13 00:00:00","","No","No","2019/11/07 00:00:00","2019/11/07 00:00:00","CATEX"
"4407","California","Los Angeles","HMGP","DR-4407-0072-R","316","","401.1: Water and Sanitary Sewer System Protective Measures","Malibu, Stormwater Improvements - Harvester to Clover Heights","LOS ANGELES","Approved","Malibu","0.7499998","212999.94","284000","212999.94","71000.06","2020/11/10 00:00:00","","2020/11/10 00:00:00","","No","Yes","2020/08/03 00:00:00","2020/02/10 00:00:00","CATEX"
"4407","California","Butte","HMGP","DR-4407-0059-R","252","Flood","402.1: Infrastructure Protective Measures (Roads and Bridges); 403.1: Stormwater Management - Culverts","Cal Trans, Keefer Slough Grade Raise to Prevent HWY Closure","BUTTE","Approved","CALIFORNIA DEPARTMENT OF TRANSPORTATION","0.75","908897.25","1211863","908897.25","302965.75","2021/07/28 00:00:00","","2021/12/28 00:00:00","","No","Yes","2021/12/16 00:00:00","2021/12/15 00:00:00","CATEX"
"1952","California","Calaveras","HMGP","DR-1952-0009-R","148","Fire","205.2: Retrofitting Public Structures - Wildfire; 300.2: Vegetation Management - Wildfire","Calaveras County WD - Big Trees So Zone Redwood Potable Water Storage Tanks","CALAVERAS","Closed","CALAVERAS COUNTY WATER DISTRICT","0.75","1108647.75","1478197","1108648","369549","2013/12/02 00:00:00","","2017/06/08 00:00:00","2017/12/29 00:00:00","No","","2017/05/09 00:00:00","2017/05/09 00:00:00","CATEX"
"1506","American Samoa","Statewide","HMGP","DR-1506-0002-R","3","Hurricane","400.1: Utility Protective Measures (Electric, Gas, etc.)","ASTCA-Underground Communication Lines Route 1 to LBJ","STATEWIDE","Closed","AMERICAN SAMOA TELECOMMUNICATIONS AUTHORITY","0.9","45331.2","50368","45331","5037","2005/08/17 00:00:00","","2014/04/11 00:00:00","2015/07/29 17:03:14","No","","2014/04/11 00:00:00","2014/04/11 00:00:00","CATEX"
"1814","Hawaii","Honolulu","HMGP","DR-1814-0002","4","Earthquake","205.4: Non Structural Retrofitting/Rehabilitating Public Structures - Seismic","Moanalua Valley Rockfall Seismic Retrofit","HONOLULU","Closed","STATE DEPARTMENT OF LAND AND NATURAL RESOURCES","0.75","740183.25","986911","","246728","","","","2014/08/22 19:34:03","No","","2011/07/06 00:00:00","2011/07/06 00:00:00",""
"4407","California","Butte","HMGP","DR-4407-0144-R","20","Fire","300.2: Vegetation Management - Wildfire","Butte County, County Road Hazardous Fuels Reduction","BUTTE","Approved","Butte (County)","0.75","52698.75","70265","52698.75","17566.25","2020/12/18 00:00:00","","2020/12/18 00:00:00","","No","Yes","2020/08/03 00:00:00","2020/02/11 00:00:00","CATEX"
"1005","California","Los Angeles","HMGP","DR-1005-0044-R","","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","OPERATION FIRESTOP-- COMMUNITY INVOLVEMENT","LOS ANGELES","Closed","Los Angeles County","0.74999838","115751","186270","115751","38584","","","1996/08/16 00:00:00","1998/06/25 00:00:00","","","1995/09/20 00:00:00","","CATEX"
"1005","California","Los Angeles","HMGP","DR-1005-0010-R","","","300.2: Vegetation Management - Wildfire","WILDLAND FIRE HAZARD MITIGATION","LOS ANGELES","Closed","La Canada","0.74999771","81851","109135","81851","27284","","","1995/04/20 00:00:00","1997/01/06 00:00:00","","","1995/03/14 00:00:00","","CATEX"
"1005","California","Los Angeles","HMGP","DR-1005-0012-R","","","300.2: Vegetation Management - Wildfire","VEGETATION MANAGEMENT PROGRAM","LOS ANGELES","Closed","Diamond Bar","0.7451294","38208","51277","38208","13069","","","1995/04/20 00:00:00","2000/05/04 00:00:00","","","1995/03/14 00:00:00","","CATEX"
"4240","California","Alameda","HMGP","DR-4240-0049-R","21","Earthquake","205.5: Structural Retrofitting/Rehabilitating Private Structures - Seismic","City of Berkeley Retrofit Grants for Hazardous Buildings","ALAMEDA","Approved","Berkeley","0.75","3000000","4000000","3000000","1000000","2016/11/18 00:00:00","","2019/03/18 00:00:00","","No","Yes","2019/03/14 00:00:00","2019/03/14 00:00:00","CATEX"
"4382","California","Santa Barbara","HMGP","DR-4382-0029-F","617","","601.1: Generators","5% Montecito Water District, Barker Pass Backup Generator Project","SANTA BARBARA","Approved","MONTECITO WATER DISTRICT","0.75","98165.25","130887","98165.25","32721.75","2021/03/05 00:00:00","","2022/02/03 00:00:00","","No","No","2022/02/03 00:00:00","2022/02/03 00:00:00","CATEX"
"1446","Guam","Guam","HMGP","DR-1446-0008-R","2","Typhoon","400.1: Utility Protective Measures (Electric, Gas, etc.)","GPA - Harmon to Tanguisson Underground Conversion","GUAM","Closed","GUAM POWER AUTHORITY","0.9","3927040.2","4363378","3927040","436338","2004/11/18 00:00:00","","2011/08/25 00:00:00","2013/12/05 17:15:02","No","","2011/08/23 00:00:00","2011/08/23 00:00:00","CATEX"
"1611","Northern Mariana Islands","Saipan","HMGP","DR-1611-0002-R","3","Typhoon","205.8: Retrofitting Public Structures - Wind","CNMI-Office of Homeland Security Shutters project","SAIPAN","Closed","CNMI OFFICE OF HOMELAND SECURITY","1","5117","5117","5117","0","2007/03/30 00:00:00","","2012/10/02 00:00:00","2012/10/04 00:00:00","No","","2012/10/02 00:00:00","2012/10/02 00:00:00","CATEX"
"4240","California","Placer","HMGP","DR-4240-0044-F","14","","601.2: Generators - Regular","5%  North Tahoe Public Utilitiy District - Purchase & Installation of Generators","PLACER","Closed","NORTH TAHOE PUBLIC UTILITY DISTRICT","0.75","132884.25","177179","132884","44295","2017/01/19 00:00:00","","2018/10/29 00:00:00","2018/10/29 00:00:00","No","No","2018/10/29 00:00:00","2018/10/29 00:00:00","CATEX"
"4240","California","Del Norte","HMGP","DR-4240-0035-P","114","","91.2: Local Multihazard Mitigation Plan - NEW","Big Rock CSD Local Hazard Mitigation Plan, Township of Hiouchi","DEL NORTE","Closed","BIG ROCK COMMUNITY SERVICES DISTRICT","0.75","68049","90732","68049","22683","2016/10/06 00:00:00","","2018/11/13 00:00:00","2013/11/13 00:00:00","No","No","2018/11/09 00:00:00","2018/11/09 00:00:00","CATEX"
"4193","California","Tuolumne","HMGP","DR-4193-0010-R","467","Drought","800.1: Miscellaneous","Tuolumne Utilities District  Ditch Domestics Drought and Water Conservation","TUOLUMNE","Closed","TUOLUMNE UTILITIES DISTRICT","0.75","234525","312700","","78175","","","","2016/06/21 00:00:00","No","","2015/11/23 00:00:00","2015/08/06 00:00:00",""
"4240","California","Tehama","HMGP","DR-4240-0007-P","106","Other (Specify in Comments)","91.3: Local Multihazard Mitigation Plan - UPDATE","Tehama County Multi-hazard Mitigation Plan Update 2017","TEHAMA","Closed","Tehama (County)","0.75","112500","150000","112500","37500","2016/06/10 00:00:00","","2016/06/10 00:00:00","2018/08/08 00:00:00","No","No","2016/06/08 00:00:00","2016/04/08 00:00:00","CATEX"
"1586","Arizona","Statewide","HMGP","DR-1586-0001-F","2","","100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)","Multi-Hazard Mitigation Outreach Program","STATEWIDE","Closed","Statewide","0.75","15000","20000","15000","5000","2006/06/12 00:00:00","","2006/06/12 00:00:00","2008/08/12 00:00:00","No","","2006/06/10 00:00:00","2006/06/01 00:00:00","CATEX"
"1810","California","Riverside","HMGP","DR-1810-0013-R","13","","405.1: Other Minor Flood Control","Moreno Valley, San Timoteo Foothill Neighbohood Flood Protection","RIVERSIDE","Closed","Moreno Valley","0.75","322059.75","429413","322059.75","107353","2013/07/12 00:00:00","","2018/11/13 00:00:00","2018/10/18 00:00:00","No","","2018/11/09 00:00:00","2018/11/09 00:00:00","EA"
"4240","California","Alameda","HMGP","DR-4240-0025-R","25","Earthquake","205.3: Non Structural Retrofitting/Rehabilitating Private Structures - Seismic","WITHDRAWN Wrong subapplicant entered Oakland - Earthquake- Safe Homes Program","ALAMEDA","Closed","ABAG ANNEX","0.75","242844","323792","","80948","","","","2018/08/30 21:14:02","No","Yes","","","CATEX"
"1446","Guam","Guam","HMGP","DR-1446-0003-P","15","","92.1: State Multihazard Mitigation Plan","Standard Guam Mitigation Plan","GUAM","Closed","CIVIL DEFENSE (EMERGENCY SERVICES OFFICE)","0.9","32141.7","35713","32142","3571","2004/06/01 00:00:00","","2010/03/08 00:00:00","2013/11/27 22:24:34","No","","2010/03/04 00:00:00","2010/03/04 00:00:00","CATEX"
"1446","Guam","Guam","HMGP","DR-1446-0026-R","14","","403.1: Stormwater Management - Culverts","GCC - Campus Flooding Mitigation Project","GUAM","Closed","GUAM COMMUNITY COLLEGE","0.9","1178303.4","1309226","1178303","130923","2004/11/18 00:00:00","","2010/10/19 00:00:00","2013/12/05 18:54:25","No","","2010/10/15 00:00:00","2010/10/15 00:00:00","CATEX"
"4382","California","Orange","HMGP","DR-4382-0019-P","186","","91.3: Local Multihazard Mitigation Plan - UPDATE","7% Coast Community College District LMHMP - UPDATE","ORANGE","Approved","COAST COMMUNITY COLLEGE DISTRICT","0.74817","124999.75","167074","124999.75","42074","2019/12/18 00:00:00","","2019/12/18 00:00:00","","No","No","2019/12/03 00:00:00","2019/08/02 00:00:00","CATEX"
"4434","California","Sonoma","HMGP","DR-4434-0020","41","Other (Specify in Comments)","601.1: Generators"," + 5% - Sonoma County - Annapolis Road Yard & Volunteer Fire Station Generator","SONOMA","Pending","Sonoma (County)","0.75","135000","180000","","45000","","","","","No","","","2020/07/28 00:00:00",""
"1446","Guam","Guam","HMGP","DR-1446-0004-R","13","Typhoon","400.1: Utility Protective Measures (Electric, Gas, etc.)","GPA-Macheche X-133 to GAA X-170 Underground Conversion","GUAM","Closed","GUAM POWER AUTHORITY","0.9","3302455.5","3669395","3302455","366939","2004/11/18 00:00:00","","2011/08/25 00:00:00","2013/12/05 17:12:43","No","","2011/08/23 00:00:00","2011/08/23 00:00:00","CATEX"
"5316","Nevada","Washoe","HMGP","DR-5316-0006","6","Fire","300.2: Vegetation Management - Wildfire","TMFPD North Fuels Reduction & Defensible Space ¿ Red Rock Rd.","WASHOE","Pending","TRUCKEE MEADOWS FIRE PROTECTION DISTRICT","0.75","286578.75","382105","","95526.25","","","","","No","","","2021/10/05 00:00:00",""
"1446","Guam","Guam","HMGP","DR-1446-0024-R","30","","404.1: Localized Flood Control System to Protect Critical Facility","DMH&SA- Flood Retro Fit A/C Trench & Storm Drain Grill","GUAM","Closed","DEPARTMENT OF MENTAL HEALTH & SUBSTANCE ABUSE","0.9","8409.6","9344","8410","934","2004/11/23 00:00:00","","2010/05/18 00:00:00","2013/12/02 19:32:59","No","","2010/05/07 00:00:00","2010/05/06 00:00:00","CATEX"
"4382","California","Sacramento","HMGP","DR-4382-0059","311","Flood","600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)"," + 5% Sacramento County, Public Alerting Education","SACRAMENTO","Pending","Sacramento (County)","0.75","150000","200000","","50000","","","","","No","","","2019/08/02 00:00:00",""
"4382","California","Contra Costa","HMGP","DR-4382-0035","602","","200.5: Acquisition of Vacant Land; 405.1: Other Minor Flood Control"," + Bethel Island Drainage and Flooding Remediation Project","CONTRA COSTA","Pending","BETHEL ISLAND MUNICIPAL IMPROVEMENT DISTRICT","0.74999999","4360052.94","5813404","","224486","","","","","No","","","2019/08/02 00:00:00",""
"1446","Guam","Guam","HMGP","DR-1446-0022-R","25","Typhoon","205.8: Retrofitting Public Structures - Wind","DOC - Generator Shelters","GUAM","Closed","DEPARTMENT OF CORRECTIONS","0.9","116287.2","129208","116287","12921","2004/11/22 00:00:00","","2010/11/16 00:00:00","2013/12/05 18:47:35","No","","2010/11/12 00:00:00","2010/11/12 00:00:00","CATEX"
"4240","California","Los Angeles","HMGP","DR-4240-0030-R","60","Earthquake","205.6: Structural Retrofitting/Rehabilitating Public Structures - Seismic","LAUSD - King Middle School Auditorium Seismic Retrofit","LOS ANGELES","Withdrawn","LONG BEACH UNIFIED SCHOOL DIST","0.75","129994.5","173326","0","43331","","","2016/11/14 00:00:00","","No","Yes","2016/11/14 00:00:00","2016/08/23 00:00:00","CATEX"
"4434","California","Statewide","HMGP","DR-4434-0025","50","Earthquake","205.5: Structural Retrofitting/Rehabilitating Private Structures - Seismic"," + CEA, Multi-County Earthquake Brace  Bolt Seismic Retrofit Program","STATEWIDE","Pending","CALIFORNIA EARTHQUAKE AUTHORITY","0.56053812","3000000","5352000","","2352000","","","","","No","","","2020/07/29 00:00:00",""
"5380","California","San Bernardino","HMGP","DR-5380-0004","384","Fire","300.2: Vegetation Management - Wildfire","Chino Hills Citywide Fuel Reduction Project","SAN BERNARDINO","Pending","Chino Hills","0.75","896409.81","1195213.08","","298803.27","","","","","No","","","2021/11/24 00:00:00",""
"4240","California","Marin","HMGP","DR-4240-0032-R","44","Flood","202.1: Elevation of Private Structures - Riverine","Marin County Structure Elevation Program","MARIN","Approved","Marin (County)","0.75","2924074.5","3898766","2924074.5","974691","2019/11/07 00:00:00","","2019/11/07 00:00:00","","No","No","2019/10/10 00:00:00","2016/08/23 00:00:00","CATEX"
"4240","California","Alameda","HMGP","DR-4240-0019-R","24","Earthquake","205.5: Structural Retrofitting/Rehabilitating Private Structures - Seismic","City of Oakland, Soft Story Apartment Retrofit Program","ALAMEDA","Approved","Oakland","0.75","4499966.25","5999955","4499966.25","1499989","2016/08/23 00:00:00","","2018/11/19 00:00:00","","No","Yes","2018/10/29 00:00:00","2018/10/29 00:00:00","EA"
"5154","Nevada","Washoe","HMGP","DR-5154-0014","14","Flood","202.1: Elevation of Private Structures - Riverine","TRFMA - SE Washoe County Home Elevation - 2018a","WASHOE","Pending","Truckee River Flood Management Authority (TRFMA)","0.75","461028.75","614705","","153676","","","","","No","","2019/01/26 00:00:00","2019/03/12 00:00:00",""
"4382","California","Shasta","HMGP","DR-4382-0006-R","178","Fire","300.8: Vegetation Management - Post-wildfire burn area restoration","Shasta County Carr Fire Post Wildfire Mitigation Project","SHASTA","Closed","Shasta (County)","0.7","532000","760000","0","228000","","","2021/11/01 00:00:00","2022/02/02 21:15:37","No","No","2020/07/20 00:00:00","2019/08/02 00:00:00","CATEX"
"4382","California","Shasta","HMGP","DR-4382-0026-P","265","","95.2: Planning Related Activities","7% City of Shasta Lake, Safety Element Update","SHASTA","Approved","Shasta Lake","0.75","45000.75","60001","45000.75","15000","2020/06/16 00:00:00","","2020/06/16 00:00:00","","No","No","2020/06/11 00:00:00","2019/08/02 00:00:00","CATEX"
"5380","California","Los Angeles","HMGP","DR-5380-0009","18","Fire","601.2: Generators - Regular"," +Backup Generator for Topanga Beach Pump Station in Los Angeles County
Waterwor","LOS ANGELES","Pending","Los Angeles (County)","0.74999969","597587","796783","","199196","","","","","No","","","2021/11/24 00:00:00",""
"1446","Guam","Guam","HMGP","DR-1446-0032-P","20","","92.1: State Multihazard Mitigation Plan","Guam Disaster Debris Management Plan (7%)","GUAM","Closed","GUAM ENVIRONMENTAL PROTECTION AGENCY","0.9","46993.5","52215","46994","5221","2004/11/22 00:00:00","","2010/05/18 00:00:00","2013/12/02 20:42:39","No","","2010/05/07 00:00:00","2010/05/07 00:00:00","CATEX"
"1810","California","Orange","HMGP","DR-1810-0006-P","5","","91.1: Local Multihazard Mitigation Plan","City of Fountain Valley - New LHMP","ORANGE","Closed","Fountain Valley (Talbert)","0.75","47927.25","63903","47927","15976","2010/08/19 00:00:00","","2013/05/28 00:00:00","2013/05/28 00:00:00","No","","2013/05/28 00:00:00","2013/05/28 00:00:00","CATEX"
"1640","Hawaii","Kauai","HMGP","DR-1640-0006-R","7","Hurricane","205.8: Retrofitting Public Structures - Wind","Moikeha Retrofit Project","KAUAI","Closed","KAUAI COUNTY DEPARTMENT OF PUBLIC WORKS","0.75","74605.5","99474","74606","24868","2008/11/10 00:00:00","","2015/02/05 00:00:00","2011/07/30 00:00:00","No","","2015/02/05 00:00:00","2015/02/05 00:00:00","CATEX"
"5380","California","Placer","HMGP","DR-5380-0002","38","","300.2: Vegetation Management - Wildfire","Northstar Hazardous Fuels Reduction Project","PLACER","Pending","NORTHSTAR COMMUNITY SERVICES DISTRICT","0.75","580215","773620","","193405","","","","","No","","","2021/11/24 00:00:00",""
"1810","California","Sacramento","HMGP","DR-1810-0017-F","2","Flood","103.1: Feasibility, Engineering and Design Studies","DWR 5% HAZUS-MH Level 2.0 Flood Assessment-Santa Barbara County Pilot Study","SACRAMENTO","Closed","DEPARTMENT OF WATER RESOURCES","0.75","70500","94000","0","23500","","","2011/04/13 00:00:00","2014/07/09 21:27:00","No","","2010/12/21 00:00:00","2010/10/04 00:00:00","CATEX"
